V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
seq_21643 SWKY01000030.1 94.81 1002 45 6 4074 5072 3614244 3613247 0 1557
seq_21643 SWKY01000030.1 91.4 1093 49 30 3070 4152 6903339 6902282 0 1467
seq_21643 SWKY01000030.1 94.661 899 35 3 3293 4191 3450678 3449793 0 1389
seq_21643 SWKY01000030.1 97.26 803 19 3 3069 3869 4635938 4635137 0 1367
seq_21643 SWKY01000030.1 94.172 858 28 7 4218 5072 6902280 6901442 0 1290
seq_21643 SWKY01000030.1 97.847 743 12 1 3095 3833 6597703 6596961 0 1288
seq_21643 SWKY01000030.1 97.525 687 16 1 4386 5072 4255692 4255007 0 1175
seq_21643 SWKY01000030.1 96.719 701 18 2 3069 3765 570399 571098 0 1170
seq_21643 SWKY01000030.1 91.794 853 43 6 4014 4864 7593164 7593991 0 1166
seq_21643 SWKY01000030.1 96.489 655 23 0 4264 4918 7555661 7556315 0 1085
seq_21643 SWKY01000030.1 94.817 656 31 1 5435 6090 9515679 9515027 0 1037
seq_21643 SWKY01000030.1 93.352 707 23 3 3959 4665 6619534 6618852 0 1026
seq_21643 SWKY01000030.1 97.307 557 15 0 4516 5072 6593887 6593331 0 948
seq_21643 SWKY01000030.1 93.643 582 34 1 4491 5072 6372428 6373006 0 869
seq_21643 SWKY01000030.1 95.327 535 24 1 5435 5969 8034573 8034040 0 856
seq_21643 SWKY01000030.1 94.565 552 27 1 4524 5072 4911751 4911200 0 852
seq_21643 SWKY01000030.1 87.348 656 67 8 5435 6090 8760737 8761376 0 752
seq_21643 SWKY01000030.1 97.46 433 11 0 4085 4517 6595473 6595041 0 739
seq_21643 SWKY01000030.1 92.445 503 31 6 3136 3635 6474014 6474512 0 715
seq_21643 SWKY01000030.1 85.802 655 63 8 5436 6090 9484811 9484187 0 682
seq_21643 SWKY01000030.1 94.118 425 25 0 4178 4602 3820125 3819701 0 647
seq_21643 SWKY01000030.1 95.361 388 18 0 3069 3456 2241752 2241365 1.17e-174 621
seq_21643 SWKY01000030.1 94.279 402 22 1 4672 5072 7961756 7962157 5.44e-173 616
seq_21643 SWKY01000030.1 93.12 407 24 2 4480 4886 3091094 3091496 7.09e-167 595
seq_21643 SWKY01000030.1 93.557 388 23 2 3069 3456 2717451 2717066 1.99e-162 580
seq_21643 SWKY01000030.1 89.914 466 25 6 4607 5072 8531950 8531507 1.99e-162 580
seq_21643 SWKY01000030.1 93.333 390 26 0 4683 5072 6462054 6461665 7.14e-162 579
seq_21643 SWKY01000030.1 92.911 395 26 2 4679 5072 8847967 8847574 9.24e-161 575
seq_21643 SWKY01000030.1 94.823 367 19 0 4305 4671 4626549 4626183 3.32e-160 573
seq_21643 SWKY01000030.1 97.492 319 8 0 3069 3387 9479749 9479431 5.6e-153 549
seq_21643 SWKY01000030.1 93.048 374 24 1 4701 5072 3812497 3812124 7.24e-152 545
seq_21643 SWKY01000030.1 95.029 342 13 1 4731 5072 6617545 6617208 1.57e-148 534
seq_21643 SWKY01000030.1 92.623 366 25 2 4705 5069 1644277 1644641 9.44e-146 525
seq_21643 SWKY01000030.1 91.957 373 28 1 4702 5072 4621617 4621245 1.22e-144 521
seq_21643 SWKY01000030.1 89.873 395 38 2 4679 5072 1065417 1065810 9.51e-141 508
seq_21643 SWKY01000030.1 84.453 521 51 15 3657 4169 3963827 3963329 2.66e-136 494
seq_21643 SWKY01000030.1 90.617 373 29 2 4702 5072 3947425 3947057 3.44e-135 490
seq_21643 SWKY01000030.1 84.069 521 53 15 3657 4169 3399672 3400170 5.76e-133 483
seq_21643 SWKY01000030.1 93.498 323 16 4 3743 4065 3615502 3615185 7.45e-132 479
seq_21643 SWKY01000030.1 85.294 476 30 11 3540 4015 2717065 2716630 9.71e-126 459
seq_21643 SWKY01000030.1 83.943 492 48 14 3657 4140 3821570 3821102 5.84e-123 449
seq_21643 SWKY01000030.1 88.533 375 35 3 4702 5072 3408552 3408922 2.1e-122 448
seq_21643 SWKY01000030.1 94.982 279 14 0 4393 4671 3404799 3405077 1.26e-119 438
seq_21643 SWKY01000030.1 90.39 333 19 2 4740 5072 8527028 8526709 9.85e-116 425
seq_21643 SWKY01000030.1 92.105 304 17 3 4486 4789 3449794 3449498 3.54e-115 424
seq_21643 SWKY01000030.1 91.776 304 18 3 4486 4789 3772427 3772723 1.65e-113 418
seq_21643 SWKY01000030.1 91.776 304 18 3 4486 4789 3903086 3903382 1.65e-113 418
seq_21643 SWKY01000030.1 90.415 313 26 1 4702 5014 3951144 3950836 9.92e-111 409
seq_21643 SWKY01000030.1 85.308 422 29 18 4410 4830 1597638 1598027 3.57e-110 407
seq_21643 SWKY01000030.1 96.016 251 9 1 4823 5072 3772720 3772970 3.57e-110 407
seq_21643 SWKY01000030.1 96.016 251 9 1 4823 5072 3903379 3903629 3.57e-110 407
seq_21643 SWKY01000030.1 94.03 268 11 3 3820 4086 6596808 6596545 1.28e-109 405
seq_21643 SWKY01000030.1 97.046 237 7 0 4037 4273 7555221 7555457 1.66e-108 401
seq_21643 SWKY01000030.1 91 300 17 2 3540 3839 2241364 2241075 5.97e-108 399
seq_21643 SWKY01000030.1 99.507 203 1 0 5232 5434 3213086 3213288 1.3e-99 372
seq_21643 SWKY01000030.1 93.496 246 16 0 4827 5072 947908 947663 6.05e-98 366
seq_21643 SWKY01000030.1 99.015 203 2 0 5232 5434 4255009 4254807 6.05e-98 366
seq_21643 SWKY01000030.1 99.015 203 2 0 5232 5434 6593333 6593131 6.05e-98 366
seq_21643 SWKY01000030.1 91.954 261 17 4 4823 5082 3449501 3449244 7.83e-97 363
seq_21643 SWKY01000030.1 98.522 203 3 0 5232 5434 3916595 3916797 2.82e-96 361
seq_21643 SWKY01000030.1 98.522 203 3 0 5232 5434 6373004 6373206 2.82e-96 361
seq_21643 SWKY01000030.1 98.522 203 3 0 5232 5434 8526711 8526509 2.82e-96 361
seq_21643 SWKY01000030.1 98.522 203 3 0 5232 5434 8742416 8742214 2.82e-96 361
seq_21643 SWKY01000030.1 87.066 317 32 5 3657 3967 4627363 4627050 1.31e-94 355
seq_21643 SWKY01000030.1 98.03 203 4 0 5232 5434 7456694 7456492 1.31e-94 355
seq_21643 SWKY01000030.1 98.03 203 3 1 5232 5434 6860674 6860473 4.71e-94 353
seq_21643 SWKY01000030.1 94.273 227 13 0 3069 3295 4072992 4073218 1.7e-93 351
seq_21643 SWKY01000030.1 97.537 203 5 0 5232 5434 5564348 5564550 6.1e-93 350
seq_21643 SWKY01000030.1 97.537 203 5 0 5232 5434 8212702 8212904 6.1e-93 350
seq_21643 SWKY01000030.1 97.525 202 5 0 5233 5434 947664 947463 2.19e-92 348
seq_21643 SWKY01000030.1 97.512 201 5 0 5232 5432 3613249 3613049 7.89e-92 346
seq_21643 SWKY01000030.1 97.044 203 6 0 5232 5434 480475 480677 2.84e-91 344
seq_21643 SWKY01000030.1 97.044 203 6 0 5232 5434 6617210 6617008 2.84e-91 344
seq_21643 SWKY01000030.1 97.044 203 6 0 5232 5434 8042470 8042672 2.84e-91 344
seq_21643 SWKY01000030.1 96.552 203 7 0 5232 5434 615448 615246 1.32e-89 339
seq_21643 SWKY01000030.1 98.446 193 2 1 2880 3071 2187408 2187600 1.32e-89 339
seq_21643 SWKY01000030.1 96.985 199 6 0 5236 5434 1628354 1628156 4.75e-89 337
seq_21643 SWKY01000030.1 96.098 205 6 1 5232 5434 3449254 3449050 1.71e-88 335
seq_21643 SWKY01000030.1 95.215 209 10 0 5226 5434 3772962 3773170 6.14e-88 333
seq_21643 SWKY01000030.1 95.215 209 10 0 5226 5434 3903621 3903829 6.14e-88 333
seq_21643 SWKY01000030.1 96.059 203 8 0 5232 5434 4911202 4911000 6.14e-88 333
seq_21643 SWKY01000030.1 96.059 203 8 0 5232 5434 6461667 6461465 6.14e-88 333
seq_21643 SWKY01000030.1 92.34 235 17 1 4372 4605 8532727 8532493 6.14e-88 333
seq_21643 SWKY01000030.1 95.673 208 4 1 5232 5434 8108547 8108754 2.21e-87 331
seq_21643 SWKY01000030.1 96.059 203 4 1 5232 5434 6476112 6476310 7.94e-87 329
seq_21643 SWKY01000030.1 86.319 307 34 2 3203 3509 2243627 2243925 2.86e-86 327
seq_21643 SWKY01000030.1 97.872 188 4 0 5232 5419 4333506 4333693 2.86e-86 327
seq_21643 SWKY01000030.1 98.876 178 2 0 5257 5434 236472 236295 4.78e-84 320
seq_21643 SWKY01000030.1 97.326 187 5 0 4886 5072 6954646 6954460 1.72e-83 318
seq_21643 SWKY01000030.1 95.025 201 8 1 5236 5434 1282231 1282031 6.18e-83 316
seq_21643 SWKY01000030.1 94.527 201 11 0 5232 5432 3812126 3811926 8e-82 313
seq_21643 SWKY01000030.1 98.295 176 3 0 5259 5434 572914 573089 2.88e-81 311
seq_21643 SWKY01000030.1 94.089 203 12 0 5232 5434 2137597 2137395 2.88e-81 311
seq_21643 SWKY01000030.1 94.554 202 9 2 5232 5432 3947059 3946859 2.88e-81 311
seq_21643 SWKY01000030.1 94.554 202 9 2 5232 5432 4621247 4621047 2.88e-81 311
seq_21643 SWKY01000030.1 94.146 205 7 4 5232 5434 6901444 6901243 1.03e-80 309
seq_21643 SWKY01000030.1 95.312 192 9 0 5232 5423 8267718 8267527 3.72e-80 307
seq_21643 SWKY01000030.1 93.596 203 12 1 5232 5434 2612905 2612704 4.81e-79 303
seq_21643 SWKY01000030.1 94.416 197 11 0 4228 4424 6372226 6372422 4.81e-79 303
seq_21643 SWKY01000030.1 93.564 202 12 1 5234 5434 5206762 5206561 1.73e-78 302
seq_21643 SWKY01000030.1 93.532 201 12 1 5232 5432 3408920 3409119 6.23e-78 300
seq_21643 SWKY01000030.1 95.58 181 8 0 3070 3250 5291183 5291003 2.9e-76 294
seq_21643 SWKY01000030.1 97.059 170 5 0 5265 5434 603979 603810 1.35e-74 289
seq_21643 SWKY01000030.1 92.611 203 10 2 5232 5434 7962155 7962352 1.35e-74 289
seq_21643 SWKY01000030.1 91.667 204 15 2 5232 5434 9736818 9736616 6.27e-73 283
seq_21643 SWKY01000030.1 92.04 201 14 2 5232 5432 6954462 6954264 2.26e-72 281
seq_21643 SWKY01000030.1 94.505 182 7 3 4347 4526 8848144 8847964 2.92e-71 278
seq_21643 SWKY01000030.1 90.278 216 12 1 4857 5072 7607334 7607540 3.77e-70 274
seq_21643 SWKY01000030.1 94.318 176 10 0 5259 5434 1065825 1066000 1.36e-69 272
seq_21643 SWKY01000030.1 95.238 168 8 0 3724 3891 7549818 7549985 1.76e-68 268
seq_21643 SWKY01000030.1 88.496 226 19 2 4441 4666 5290873 5290655 6.32e-68 267
seq_21643 SWKY01000030.1 96.296 162 5 1 5074 5235 4125424 4125264 2.27e-67 265
seq_21643 SWKY01000030.1 96.25 160 6 0 3449 3608 238592 238433 8.17e-67 263
seq_21643 SWKY01000030.1 96.273 161 5 1 5072 5232 4937737 4937896 8.17e-67 263
seq_21643 SWKY01000030.1 96.273 161 5 1 5073 5232 9939563 9939723 8.17e-67 263
seq_21643 SWKY01000030.1 94.706 170 6 3 5072 5238 467423 467592 2.94e-66 261
seq_21643 SWKY01000030.1 96.25 160 4 2 5074 5232 3239571 3239729 2.94e-66 261
seq_21643 SWKY01000030.1 95.706 163 5 2 5074 5235 4775937 4775776 2.94e-66 261
seq_21643 SWKY01000030.1 95.122 164 8 0 4178 4341 3404636 3404799 1.06e-65 259
seq_21643 SWKY01000030.1 95.122 164 8 0 4178 4341 3960140 3959977 1.06e-65 259
seq_21643 SWKY01000030.1 96.226 159 4 1 5074 5232 4028198 4028042 1.06e-65 259
seq_21643 SWKY01000030.1 94.083 169 10 0 4530 4698 1642974 1643142 3.8e-65 257
seq_21643 SWKY01000030.1 95.652 161 5 2 5073 5232 9991569 9991410 3.8e-65 257
seq_21643 SWKY01000030.1 95.625 160 6 1 5074 5232 3531892 3531733 1.37e-64 255
seq_21643 SWKY01000030.1 95.092 163 6 1 5072 5232 8781934 8782096 1.37e-64 255
seq_21643 SWKY01000030.1 96.732 153 5 0 5232 5384 8847576 8847424 1.37e-64 255
seq_21643 SWKY01000030.1 95.062 162 4 2 3880 4041 7550208 7550365 1.77e-63 252
seq_21643 SWKY01000030.1 94.444 162 6 2 5072 5232 2937987 2937828 8.23e-62 246
seq_21643 SWKY01000030.1 88.889 198 17 3 5237 5434 2390395 2390587 3.83e-60 241
seq_21643 SWKY01000030.1 93.789 161 8 2 5072 5232 8671733 8671575 3.83e-60 241
seq_21643 SWKY01000030.1 93.711 159 9 1 5074 5232 647799 647956 4.95e-59 237
seq_21643 SWKY01000030.1 93.168 161 11 0 4393 4553 3959977 3959817 4.95e-59 237
seq_21643 SWKY01000030.1 91.716 169 13 1 5232 5400 9475798 9475631 1.78e-58 235
seq_21643 SWKY01000030.1 90.805 174 6 3 5072 5237 5233093 5232922 3.86e-55 224
seq_21643 SWKY01000030.1 91.875 160 10 3 5073 5232 8412360 8412516 4.99e-54 220
seq_21643 SWKY01000030.1 87.379 206 5 6 5232 5434 7607538 7607725 1.79e-53 219
seq_21643 SWKY01000030.1 94.366 142 8 0 4931 5072 9736957 9736816 1.79e-53 219
seq_21643 SWKY01000030.1 96.094 128 4 1 4544 4671 3954787 3954661 3.88e-50 207
seq_21643 SWKY01000030.1 92.414 145 9 2 4929 5072 604142 603999 1.4e-49 206
seq_21643 SWKY01000030.1 95 120 6 0 4948 5067 1282356 1282237 1.41e-44 189
seq_21643 SWKY01000030.1 95.726 117 2 2 5121 5236 673424 673538 1.82e-43 185
seq_21643 SWKY01000030.1 93.443 122 8 0 4952 5073 615566 615445 2.35e-42 182
seq_21643 SWKY01000030.1 94.783 115 6 0 4958 5072 8267830 8267716 8.47e-42 180
seq_21643 SWKY01000030.1 97.143 105 3 0 4968 5072 3916493 3916597 3.04e-41 178
seq_21643 SWKY01000030.1 93.805 113 7 0 5322 5434 207399 207511 1.42e-39 172
seq_21643 SWKY01000030.1 95.37 108 3 1 5313 5420 7047956 7047851 5.09e-39 171
seq_21643 SWKY01000030.1 93.75 112 7 0 4178 4289 4626711 4626600 1.83e-38 169
seq_21643 SWKY01000030.1 85.549 173 9 13 5073 5232 8504191 8504022 6.59e-38 167
seq_21643 SWKY01000030.1 83.77 191 12 5 5257 5434 9562060 9562244 8.53e-37 163
seq_21643 SWKY01000030.1 88.148 135 14 1 4013 4145 4627049 4626915 3.07e-36 161
seq_21643 SWKY01000030.1 95 100 4 1 4349 4448 3090996 3091094 1.43e-34 156
seq_21643 SWKY01000030.1 92.381 105 8 0 3069 3173 1641177 1641281 5.13e-34 154
seq_21643 SWKY01000030.1 93.939 99 6 0 3069 3167 5562395 5562493 5.13e-34 154
seq_21643 SWKY01000030.1 89.908 109 11 0 3992 4100 1289360 1289252 1.11e-30 143
seq_21643 SWKY01000030.1 88.034 117 12 1 3062 3178 9448595 9448709 3.99e-30 141
seq_21643 SWKY01000030.1 93.548 93 4 2 4873 4963 5121823 5121915 5.17e-29 137
seq_21643 SWKY01000030.1 93.548 93 4 2 4873 4963 9644511 9644419 5.17e-29 137
seq_21643 SWKY01000030.1 95.294 85 4 0 5232 5316 8531509 8531425 1.86e-28 135
seq_21643 SWKY01000030.1 86.957 115 13 1 3062 3176 4309362 4309474 2.4e-27 132
seq_21643 SWKY01000030.1 87.387 111 13 1 3069 3179 8540484 8540593 8.65e-27 130
seq_21643 SWKY01000030.1 97.333 75 2 0 3069 3143 1979471 1979545 3.11e-26 128
seq_21643 SWKY01000030.1 97.333 75 2 0 3069 3143 6944599 6944673 3.11e-26 128
seq_21643 SWKY01000030.1 80.208 192 17 12 3383 3573 2725344 2725515 4.02e-25 124
seq_21643 SWKY01000030.1 96.053 76 3 0 4596 4671 3818392 3818317 4.02e-25 124
seq_21643 SWKY01000030.1 85.088 114 17 0 3069 3182 4075802 4075689 5.2e-24 121
seq_21643 SWKY01000030.1 93.75 80 5 0 4416 4495 4911829 4911750 5.2e-24 121
seq_21643 SWKY01000030.1 84.746 118 16 1 3062 3179 7141750 7141865 5.2e-24 121
seq_21643 SWKY01000030.1 85.455 110 16 0 3071 3180 2624646 2624537 1.87e-23 119
seq_21643 SWKY01000030.1 97.143 70 2 0 4433 4502 9503126 9503195 1.87e-23 119
seq_21643 SWKY01000030.1 97.101 69 2 0 4455 4523 1289171 1289103 6.73e-23 117
seq_21643 SWKY01000030.1 93.333 75 5 0 3069 3143 2633020 2633094 3.13e-21 111
seq_21643 SWKY01000030.1 92 75 6 0 3069 3143 484594 484520 1.46e-19 106
seq_21643 SWKY01000030.1 94.203 69 4 0 3069 3137 3494056 3493988 1.46e-19 106
seq_21643 SWKY01000030.1 94.203 69 4 0 3066 3134 3693305 3693373 1.46e-19 106
seq_21643 SWKY01000030.1 95.455 66 3 0 3069 3134 5645162 5645097 1.46e-19 106
seq_21643 SWKY01000030.1 86.735 98 5 1 5071 5168 3344999 3345088 1.88e-18 102
seq_21643 SWKY01000030.1 94.118 68 0 1 5167 5234 3346198 3346261 6.78e-18 100
seq_21643 SWKY01000030.1 96.61 59 2 0 4598 4656 6462112 6462054 2.44e-17 99
seq_21643 SWKY01000030.1 95.745 47 2 0 5232 5278 7048003 7047957 1.14e-10 76.8
seq_21643 SWKY01000030.1 97.561 41 1 0 5394 5434 2931628 2931668 1.48e-09 73.1
seq_21643 SWKY01000030.1 100 37 0 0 4496 4532 2727124 2727160 1.91e-08 69.4
seq_21643 SWKY01000090.1 98.205 2006 30 4 3069 5072 814200 812199 0 3513
seq_21643 SWKY01000090.1 95.975 1267 41 6 3062 4325 1055257 1056516 0 2060
seq_21643 SWKY01000090.1 94.887 1154 51 4 3918 5069 2384444 2385591 0 1801
seq_21643 SWKY01000090.1 97.247 908 24 1 3069 3976 2197413 2196507 0 1546
seq_21643 SWKY01000090.1 97.113 866 24 1 4207 5072 84304 83440 0 1461
seq_21643 SWKY01000090.1 94.425 861 29 5 3270 4128 2213784 2214627 0 1314
seq_21643 SWKY01000090.1 93.983 831 47 2 4198 5026 873328 872499 0 1256
seq_21643 SWKY01000090.1 97.762 715 16 0 3260 3974 100109 99395 0 1238
seq_21643 SWKY01000090.1 94.154 804 29 7 3393 4191 417179 417969 0 1216
seq_21643 SWKY01000090.1 95.238 756 30 1 4314 5069 1056566 1057315 0 1194
seq_21643 SWKY01000090.1 94.627 670 35 1 4404 5073 970320 970988 0 1038
seq_21643 SWKY01000090.1 91.945 658 48 2 5435 6090 733456 732802 0 933
seq_21643 SWKY01000090.1 96.849 476 15 0 4475 4950 99173 98698 0 798
seq_21643 SWKY01000090.1 91.6 500 23 10 4575 5073 991854 992335 0 675
seq_21643 SWKY01000090.1 95.192 416 20 0 4657 5072 1339573 1339158 0 660
seq_21643 SWKY01000090.1 95.77 331 14 0 4648 4978 2219492 2219822 4.36e-149 536
seq_21643 SWKY01000090.1 95.847 313 8 5 4121 4432 2219151 2219459 1.59e-138 501
seq_21643 SWKY01000090.1 99.015 203 2 0 5232 5434 64441 64239 6.05e-98 366
seq_21643 SWKY01000090.1 99.015 203 2 0 5232 5434 83442 83240 6.05e-98 366
seq_21643 SWKY01000090.1 94.515 237 11 2 4127 4362 99403 99168 2.18e-97 364
seq_21643 SWKY01000090.1 98.03 203 4 0 5232 5434 1339160 1338958 1.31e-94 355
seq_21643 SWKY01000090.1 98.03 203 1 1 5232 5434 812201 812002 1.7e-93 351
seq_21643 SWKY01000090.1 97.044 203 6 0 5232 5434 1201690 1201488 2.84e-91 344
seq_21643 SWKY01000090.1 97.03 202 6 0 4871 5072 1839150 1839351 3.67e-90 340
seq_21643 SWKY01000090.1 96.552 203 7 0 5232 5434 970985 971187 1.32e-89 339
seq_21643 SWKY01000090.1 96.552 203 7 0 5232 5434 1839349 1839551 1.32e-89 339
seq_21643 SWKY01000090.1 96.535 202 7 0 5233 5434 1057317 1057518 4.75e-89 337
seq_21643 SWKY01000090.1 97.927 193 4 0 5239 5431 2385591 2385783 4.75e-89 337
seq_21643 SWKY01000090.1 96.059 203 8 0 5232 5434 992332 992534 6.14e-88 333
seq_21643 SWKY01000090.1 96.059 203 8 0 5232 5434 2196473 2196271 6.14e-88 333
seq_21643 SWKY01000090.1 95.588 204 9 0 3069 3272 101299 101096 2.21e-87 331
seq_21643 SWKY01000090.1 94.634 205 10 1 3069 3273 2213416 2213619 4.78e-84 320
seq_21643 SWKY01000090.1 95.455 198 9 0 5232 5429 872482 872285 1.72e-83 318
seq_21643 SWKY01000090.1 95.074 203 7 1 5232 5434 2220082 2220281 1.72e-83 318
seq_21643 SWKY01000090.1 81.379 435 35 24 4147 4581 1691355 1691743 8e-82 313
seq_21643 SWKY01000090.1 90.141 213 21 0 4805 5017 2430475 2430263 2.92e-71 278
seq_21643 SWKY01000090.1 97.419 155 4 0 4918 5072 64593 64439 2.27e-67 265
seq_21643 SWKY01000090.1 95.122 164 8 0 5232 5395 876005 876168 1.06e-65 259
seq_21643 SWKY01000090.1 92.353 170 6 4 5072 5235 1148282 1148114 1.78e-58 235
seq_21643 SWKY01000090.1 92.857 154 11 0 3069 3222 1551953 1552106 2.98e-56 228
seq_21643 SWKY01000090.1 90.196 153 15 0 5282 5434 758982 759134 1.81e-48 202
seq_21643 SWKY01000090.1 94.845 97 5 0 4976 5072 116433 116337 1.85e-33 152
seq_21643 SWKY01000090.1 94.845 97 5 0 4976 5072 2219988 2220084 1.85e-33 152
seq_21643 SWKY01000090.1 80.882 204 11 15 5232 5434 1691812 1691988 5.17e-29 137
seq_21643 SWKY01000090.1 86.239 109 15 0 3069 3177 929262 929154 1.45e-24 122
seq_21643 SWKY01000090.1 91.011 89 6 1 3062 3150 127590 127676 5.2e-24 121
seq_21643 SWKY01000090.1 93.506 77 5 0 5232 5308 116339 116263 2.42e-22 115
seq_21643 SWKY01000090.1 91.139 79 7 0 3072 3150 344253 344175 1.13e-20 110
seq_21643 SWKY01000090.1 85.437 103 14 1 3069 3171 731381 731280 1.13e-20 110
seq_21643 SWKY01000090.1 96.429 56 2 0 3072 3127 788799 788744 1.13e-15 93.5
seq_21643 SWKY01000090.1 98.077 52 1 0 5383 5434 876179 876230 1.13e-15 93.5
seq_21643 SWKY01000090.1 88 75 3 1 3073 3141 1284807 1284881 6.83e-13 84.2
seq_21643 SWKY01000007.1 98.204 2005 31 3 3069 5072 91952905 91954905 0 3511
seq_21643 SWKY01000007.1 98.054 2004 36 2 3069 5072 14513066 14515066 0 3494
seq_21643 SWKY01000007.1 98.054 2004 34 3 3069 5072 31262629 31264627 0 3493
seq_21643 SWKY01000007.1 98.004 2004 36 2 3069 5072 88614804 88616803 0 3489
seq_21643 SWKY01000007.1 98.005 2005 34 4 3069 5072 92005446 92007445 0 3489
seq_21643 SWKY01000007.1 98.004 2004 35 3 3069 5072 34220672 34218674 0 3487
seq_21643 SWKY01000007.1 97.904 2004 38 2 3069 5072 14369866 14367867 0 3478
seq_21643 SWKY01000007.1 97.904 2004 38 2 3069 5072 73483247 73485246 0 3478
seq_21643 SWKY01000007.1 97.906 2006 35 5 3069 5072 75326216 75324216 0 3478
seq_21643 SWKY01000007.1 97.854 2004 39 2 3069 5072 83812203 83810204 0 3472
seq_21643 SWKY01000007.1 97.804 2004 40 2 3069 5072 13499708 13501707 0 3467
seq_21643 SWKY01000007.1 97.804 2004 40 2 3069 5072 51733607 51735606 0 3467
seq_21643 SWKY01000007.1 97.804 2004 40 2 3069 5072 57009654 57007655 0 3467
seq_21643 SWKY01000007.1 97.754 2004 41 2 3069 5072 924227 922228 0 3461
seq_21643 SWKY01000007.1 97.754 2004 41 3 3069 5072 38679955 38677956 0 3461
seq_21643 SWKY01000007.1 97.754 2004 41 2 3069 5072 62445038 62443039 0 3461
seq_21643 SWKY01000007.1 97.705 2004 42 2 3069 5072 6810955 6808956 0 3456
seq_21643 SWKY01000007.1 97.705 2004 42 2 3069 5072 23699940 23701939 0 3456
seq_21643 SWKY01000007.1 97.705 2004 42 3 3069 5072 31259012 31261011 0 3456
seq_21643 SWKY01000007.1 97.705 2004 42 2 3069 5072 78874453 78876452 0 3456
seq_21643 SWKY01000007.1 97.705 2004 42 2 3069 5072 87972643 87974642 0 3456
seq_21643 SWKY01000007.1 97.655 2004 43 2 3069 5072 6256250 6258249 0 3450
seq_21643 SWKY01000007.1 97.655 2004 43 2 3069 5072 24604998 24602999 0 3450
seq_21643 SWKY01000007.1 97.656 2005 41 5 3069 5072 33260290 33262289 0 3450
seq_21643 SWKY01000007.1 97.655 2004 43 2 3069 5072 56036999 56038998 0 3450
seq_21643 SWKY01000007.1 97.606 2005 39 5 3069 5072 1578772 1576776 0 3441
seq_21643 SWKY01000007.1 97.555 2004 45 2 3069 5072 3689663 3687664 0 3439
seq_21643 SWKY01000007.1 97.555 2004 45 3 3069 5072 13885693 13887692 0 3439
seq_21643 SWKY01000007.1 97.556 2005 42 5 3069 5072 23387575 23385577 0 3437
seq_21643 SWKY01000007.1 97.505 2004 46 2 3069 5072 2359425 2357426 0 3434
seq_21643 SWKY01000007.1 97.505 2004 46 2 3069 5072 33317534 33315535 0 3434
seq_21643 SWKY01000007.1 97.505 2004 46 2 3069 5072 38992504 38994503 0 3434
seq_21643 SWKY01000007.1 97.405 2004 48 3 3069 5072 93675237 93673238 0 3422
